"","P_A.std","day","P_A.lag","N_A.lag","steps.pm","steps.pmd","record_id","N_A.std"
"2",1.7474087642491,2,0.747859687684578,0.253993561593568,0.955170997977594,0.599557829246119,1,-0.733579747746566
"3",-0.231093844945939,3,1.46741558893797,-0.853633862565283,0.955170997977594,-0.39471675721634,1,0.53856558597813
"4",0.341559498681409,4,-0.377264085184354,0.961445916378899,0.955170997977594,-1.51935866136687,1,0.601616161907238
"5",0.456648273355641,5,0.128605518121057,-0.196203391451642,0.955170997977594,-1.34423352549625,1,0.278072493814504
"6",-0.234840690283142,6,0.329208981500789,-0.160473474543292,0.955170997977594,0.417596953871258,1,0.546746411077356
"7",1.12785343718829,7,1.41072330580891,-0.903655746236973,0.955170997977594,-0.323104248124265,1,0.0566070056509211
"8",1.11272629190405,8,0.769664411964984,-0.775028045366913,0.955170997977594,0.376419761143315,1,-0.0841705304449551
"9",0.552459379876512,9,0.730415908260254,-0.310539125558363,0.955170997977594,0.317664952547317,1,0.104589936736715
"10",1.52371746149907,10,1.0444039378981,-0.682130261405203,0.955170997977594,-0.445984803498166,1,-0.485576288705307
"11",1.54977701675088,11,0.651918900850793,-0.767882061985243,0.955170997977594,-0.958990777721389,1,-0.0381966418037024
"12",-0.657670434947493,12,-1.30178439467355,0.375475279081958,0.955170997977594,-1.20979731524613,1,0.24024194756623
"13",-0.548273667190503,13,-1.49802691319721,0.611292730677069,0.955170997977594,0.911560510904088,1,-0.574165628307113
"14",1.94433975595455,14,0.987711654769041,-0.860779845946953,0.955170997977594,0.274209179984627,1,-0.432472594274403
"15",-0.029544998648919,15,-0.734861563383007,0.618438714058739,0.955170997977594,0.853619480820501,1,0.207241990950911
"16",0.0220711731033933,16,1.00079448933728,-0.482042726718443,0.955170997977594,0.183228742297196,1,-0.103223791760378
"17",0.754479946778265,17,1.40636236095283,-0.146181507779952,0.955170997977594,-1.05176152813612,1,-0.0566092900289335
"18",0.244581008389077,18,0.896131812791337,-0.00326184014655218,0.955170997977594,-1.39306023624085,1,0.413242632561452
"19",-0.52336810187001,19,-1.37155951237085,0.861402149035519,0.955170997977594,-1.68943837046055,1,0.155883723677507
"20",-0.771985792219428,20,-0.852607074497198,0.775650348455479,0.955170997977594,0.706000058669338,1,-0.5532257153676
"21",1.11121353955742,21,1.54155165149134,-0.181911424688302,0.955170997977594,0.386022347589752,1,-0.215216515997627
"24",0.740634230159727,24,0.612670397146063,-0.410582892901743,0.955170997977594,0.579864389245799,1,-1.09298144113483
"25",-0.290897553892154,25,0.608309452289982,-0.260517241886673,0.955170997977594,-0.996912856399692,1,0.342714240947087
"26",-1.53971129563487,26,-0.181021566660703,0.604146747295399,0.955170997977594,-1.06038758036767,1,1.40964229703123
"27",0.386612557233341,27,1.11854000045147,-0.417728876283413,0.955170997977594,0.552195919823861,1,-0.478680950131421
"28",0.932124022350333,28,0.747859687684578,-0.0389917570549022,0.955170997977594,0.279580118166532,1,-1.04715507734816
"29",0.626933805571534,29,1.29297779469472,0.175387744395198,0.955170997977594,0.204549739322337,1,1.90890782314014
"30",-0.221771539101414,30,0.708611183979848,0.0539060269068079,0.955170997977594,1.15585682032955,1,0.0371453152546784
"33",-0.93589552294967,33,-0.826441405360711,0.203971677921878,0.955170997977594,-0.81902087358688,1,0.735824249502097
"34",0.903424903598986,34,0.329208981500789,0.711336498020449,0.955170997977594,1.11549340611402,1,1.08953095411834
"35",1.65145334435076,35,1.16651039386837,-0.424874859665083,0.955170997977594,0.140261236841952,1,0.800158590179926
"36",-0.276500671396737,36,-0.5517018794276,1.18297140121067,0.955170997977594,1.13811644875901,1,0.209168493623961
"37",0.969962178091187,37,0.808912915669714,-0.474896743336773,0.955170997977594,1.08684840247719,1,-0.142163031412141
"38",-0.23311257365085,38,-0.839524239928954,1.21870131811902,0.955170997977594,0.88714715553179,1,0.289719300837858
"39",0.0888598386410536,39,-0.726139673670845,1.14724148430232,0.955170997977594,-0.593441469946846,1,0.576849494380666
"40",0.501953243261113,40,-1.04448864816477,1.86898580585099,0.955170997977594,-0.610530818707455,1,2.14420396041318
"41",0.272952535111265,41,-0.569145658851924,1.86898580585099,0.955170997977594,-0.489440576060856,1,1.75150498359638
"42",0.430025701354413,42,-0.913660302482334,1.37591295251576,0.955170997977594,-0.015984237540756,1,-0.514021779167779
"43",-0.1525876229494,43,0.656279845706874,-0.374852975993393,0.955170997977594,1.37639079719264,1,0.411075162577866
"44",1.01678074645464,44,0.843800474518363,-0.346269042466713,0.955170997977594,0.526968785939153,1,-0.119107993434541
"45",0.367706417398747,45,0.699889294267686,-0.224787324978322,0.955170997977594,0.622018116188633,1,0.26635701214809
"46",-0.39244455665399,46,0.590865672865657,0.239701594830228,0.955170997977594,-0.731621061354053,1,1.32386685167284
"47",0.109030868826414,47,-0.795914791368143,0.832818215508839,0.955170997977594,0.0247046880797408,1,0.219201343923435
"50",-0.57985551779774,50,0.774025356821065,-0.210495358214982,0.955170997977594,0.085900832212968,1,0.777759685090912
"51",0.250654199573422,51,0.808912915669714,0.0681979936701479,0.955170997977594,-1.48469169673821,1,-0.168735938954695
"52",1.036787840827,52,-0.874411798777604,1.37591295251576,0.955170997977594,0.38097692081281,1,-0.327571340630115
"55",0.660200761989347,55,-0.717417783958683,0.396913229226968,0.955170997977594,0.827578568423383,1,-0.63434684833757
"56",0.873381593576433,56,0.429510713190655,-0.639254361115183,0.955170997977594,0.220499798165571,1,-0.425859656838164
"57",-0.408130110376817,57,0.569060948585252,-0.503480676863453,0.955170997977594,0.803816235861013,1,-0.565638574971252
"58",0.0553986516698636,58,1.03568204818593,-0.753590095221903,0.955170997977594,0.21545437138863,1,0.768947159493143
"59",0.113862205434174,59,0.808912915669714,-0.317685108940033,0.955170997977594,0.496045202467575,1,0.485856996635677
"60",0.129541996088882,60,0.455676382327142,-0.703568211550213,0.955170997977594,1.44849157339216,1,-0.346265220922842
"61",-0.326644933198378,61,0.451315437471061,-0.660692311260193,0.955170997977594,-0.783702886148289,1,-0.151149459281177
"62",-0.0399064161673475,62,0.59958756257782,-0.596378460825163,0.955170997977594,1.39738628281282,1,-0.0892601095450322
"63",-0.279728312847625,63,0.63883606628255,-0.146181507779952,0.955170997977594,-0.437195995564138,1,-0.946124361263709
"64",0.184919639794951,64,-0.486287706586383,0.768504365073809,0.955170997977594,0.221476332380463,1,0.514197913981956
"65",-1.09869839611793,65,-0.281323298350569,0.425497162753648,0.955170997977594,0.0453746622949531,1,-0.536134284830418
"66",-0.888818194050089,66,-0.86132896420936,0.261139544975238,0.955170997977594,1.38485409372171,1,0.144189461517558
"67",-0.535171123828663,67,0.403345044054169,0.411205195990308,0.955170997977594,1.09205658495661,1,-0.692842371134649
"68",-0.937004804298978,68,-0.625837941980979,-0.310539125558363,0.955170997977594,-1.44514206103508,1,0.290515478460725
"69",-0.671637619040249,69,-1.25817494611274,0.211117661303548,0.955170997977594,0.493929378335309,1,0.438612051496788
"70",-0.64293787327309,70,0.00213811729470437,-0.360561009230053,0.955170997977594,0.413528061309208,1,0.0257600060532563
